Date,ADBE,RHT
2/22/2018,202.61,144.66
2/23/2018,209.74,146.62
2/26/2018,212.15,148.03
2/27/2018,208.82,147.44
2/28/2018,209.13,147.4
3/1/2018,206.03,145.44
3/2/2018,209.79,148.76
3/5/2018,211.16,149.83
3/6/2018,212.01,149.72
3/7/2018,216.86,153.31
3/8/2018,216.4,153.46
3/9/2018,221.11,155.48
3/12/2018,220.94,155.08
3/13/2018,219.76,153.95
3/14/2018,218.44,155.04
3/15/2018,218.87,154.43
3/16/2018,225.55,154.17
3/19/2018,222.18,152.11
3/20/2018,229.75,155.28
3/21/2018,226.85,154.55
3/22/2018,220.52,151.03
3/23/2018,215.02,147.9
3/26/2018,228.91,153.09
3/27/2018,213.8,154.42
3/28/2018,212.54,146.2
3/29/2018,216.08,149.51
4/2/2018,212.28,144.82
4/3/2018,215.93,147.26
4/4/2018,225.05,151.82
4/5/2018,223.54,151.07
4/6/2018,218.61,149.17
4/9/2018,219.17,151.33
4/10/2018,224.53,156.75
4/11/2018,223.63,156.4
4/12/2018,226.96,159.2
4/13/2018,224.06,157.71
4/16/2018,226.52,160.53
4/17/2018,231.16,162.23
4/18/2018,231.1,161.67
4/19/2018,227.62,160.14
4/20/2018,225.24,159.28
4/23/2018,225.3,160.63
4/24/2018,217.89,160.1
4/25/2018,217.32,158.14
4/26/2018,221.91,163.11
4/27/2018,221.9,163.31
4/30/2018,221.6,163.06
5/1/2018,224.08,163.14
5/2/2018,221.1,162.6
5/3/2018,226.05,164.13
5/4/2018,228.51,166.1
5/7/2018,230.99,168.76
5/8/2018,234.56,168.6
5/9/2018,239.74,171.16
5/10/2018,241.15,171.48
5/11/2018,241.88,172.47
5/14/2018,238.37,164.75
5/15/2018,236.6,163.56
5/16/2018,237.39,161.96
5/17/2018,236.85,161.08
5/18/2018,238.09,163.28
5/21/2018,238.1,162.99
5/22/2018,238.79,161.41
5/23/2018,243.91,164.26
5/24/2018,245.15,165.09
5/25/2018,243.56,165.1
5/29/2018,242.19,162.93
5/30/2018,247.4,164.38
5/31/2018,249.28,162.42
6/1/2018,251.31,167.9
6/4/2018,253.34,169.45
6/5/2018,252.7,172.33
6/6/2018,253.95,172.49
6/7/2018,247.51,169.13
6/8/2018,251.21,171.06
6/11/2018,251.0,170.23
6/12/2018,252.59,173.01
6/13/2018,256.13,174.03
6/14/2018,258.1,175.9
6/15/2018,251.82,174.99
6/18/2018,255.69,176.27
6/19/2018,251.74,170.64
6/20/2018,251.24,169.22
6/21/2018,248.83,165.73
6/22/2018,243.63,142.14
6/25/2018,239.68,139.77
6/26/2018,242.25,138.46
6/27/2018,237.68,132.74
6/28/2018,239.81,134.69
6/29/2018,243.81,134.37
7/2/2018,243.26,136.32
7/3/2018,242.01,135.26
7/5/2018,244.18,135.56
7/6/2018,248.19,136.92
7/9/2018,249.77,139.95
7/10/2018,248.63,142.06
7/11/2018,248.12,145.0
7/12/2018,254.87,150.0
7/13/2018,258.59,147.63
7/16/2018,254.68,146.22
7/17/2018,258.31,147.58
7/18/2018,259.78,148.48
7/19/2018,257.68,146.2
7/20/2018,257.54,147.88
7/23/2018,259.47,147.73
7/24/2018,257.49,146.0
7/25/2018,263.17,149.26
7/26/2018,261.93,149.36
7/27/2018,254.81,145.44
7/30/2018,242.32,140.85
7/31/2018,244.68,141.23
8/1/2018,248.01,141.36
8/2/2018,252.22,141.47
8/3/2018,253.28,141.0
8/6/2018,254.11,142.86
8/7/2018,253.39,142.44
8/8/2018,253.83,142.89
8/9/2018,253.8,144.72
8/10/2018,253.7,144.78
8/13/2018,253.54,143.4
8/14/2018,256.05,143.53
8/15/2018,250.52,139.13
8/16/2018,248.89,140.79
8/17/2018,245.7,140.15
8/20/2018,249.76,140.04
8/21/2018,251.5,140.18
8/22/2018,255.54,140.14
8/23/2018,257.0,139.5
8/24/2018,261.51,141.63
8/27/2018,262.4,141.97
8/28/2018,263.04,144.07
8/29/2018,268.36,147.8
8/30/2018,266.43,146.32
8/31/2018,263.51,147.73
9/4/2018,266.68,149.49
9/5/2018,256.14,144.28
9/6/2018,259.75,145.93
9/7/2018,260.87,148.02
9/10/2018,265.37,149.77
9/11/2018,267.0,150.89
9/12/2018,267.79,151.9
9/13/2018,268.52,146.86
9/14/2018,274.69,148.86
9/17/2018,268.25,144.37
9/18/2018,270.79,142.71
9/19/2018,264.88,143.16
9/20/2018,266.34,133.81
9/21/2018,260.88,134.62
9/24/2018,264.09,134.86
9/25/2018,267.84,135.56
9/26/2018,268.47,135.72
9/27/2018,269.91,134.01
9/28/2018,269.95,136.28
10/1/2018,275.49,133.03
10/2/2018,272.0,129.64
10/3/2018,270.51,130.06
10/4/2018,263.71,127.97
10/5/2018,263.22,126.9
10/8/2018,254.69,125.0
10/9/2018,254.16,122.78
10/10/2018,237.91,117.68
10/11/2018,238.59,117.38
10/12/2018,248.87,122.51
10/15/2018,238.01,123.54
10/16/2018,260.67,125.6
10/17/2018,258.91,124.84
10/18/2018,250.35,121.85
10/19/2018,245.03,120.12
10/22/2018,251.06,121.9
10/23/2018,251.76,122.33
10/24/2018,238.44,116.87
10/25/2018,252.92,120.52
10/26/2018,245.8,116.68
10/29/2018,239.75,169.63
10/30/2018,238.41,170.0
10/31/2018,245.76,171.64
11/1/2018,245.28,172.4
11/2/2018,239.64,172.24
11/5/2018,239.89,173.31
11/6/2018,240.56,173.5
11/7/2018,253.43,173.63
11/8/2018,249.96,173.64
11/9/2018,244.84,173.75
11/12/2018,236.67,172.88
11/13/2018,238.74,172.95
11/14/2018,235.22,173.31
11/15/2018,239.95,173.82
11/16/2018,238.89,173.5
11/19/2018,219.69,173.36
11/20/2018,219.73,173.46
11/21/2018,225.98,173.1
11/23/2018,225.56,175.15
11/26/2018,231.96,176.97
11/27/2018,232.25,176.73
11/28/2018,249.21,178.05
11/29/2018,249.09,177.89
11/30/2018,250.89,178.56
12/3/2018,255.26,178.36
12/4/2018,245.82,177.85
12/6/2018,250.63,178.25
12/7/2018,238.0,177.1
12/10/2018,244.09,177.0
12/11/2018,245.34,176.53
12/12/2018,245.55,176.74
12/13/2018,248.08,176.82
12/14/2018,230.0,176.5
12/17/2018,221.38,176.0
12/18/2018,226.18,176.0
12/19/2018,224.65,175.43
12/20/2018,218.65,174.86
12/21/2018,208.8,173.47
12/24/2018,205.16,172.95
12/26/2018,222.95,173.7
12/27/2018,225.14,175.39
12/28/2018,223.13,174.59
12/31/2018,226.24,175.64
